,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2519,2023,SE,FT,Data Analyst,94400,USD,94400,US,100,US,M
2520,2023,MI,FT,Data Architect,150000,USD,150000,US,100,US,M
2521,2023,MI,FT,Data Architect,90000,USD,90000,US,100,US,M
2522,2023,MI,FT,Data Scientist,190000,USD,190000,CA,100,CA,M
2523,2023,MI,FT,Data Scientist,125000,USD,125000,CA,100,CA,M
2524,2023,EN,FT,Data Engineer,130002,USD,130002,US,100,US,M
2525,2023,EN,FT,Data Engineer,71908,USD,71908,US,100,US,M
2526,2023,MI,FT,Data Analyst,60000,USD,60000,US,0,US,M
2527,2023,MI,FT,AI Scientist,121000,AUD,81838,AU,100,AU,L
2528,2023,EN,FT,Compliance Data Analyst,60000,USD,60000,US,100,US,L
2529,2023,SE,FT,Machine Learning Scientist,200000,USD,200000,US,0,US,M
2530,2023,SE,FT,Data Scientist,255000,USD,255000,US,0,US,M
2531,2023,SE,FT,Analytics Engineer,116990,USD,116990,US,100,US,M
2532,2023,SE,FT,Analytics Engineer,82920,USD,82920,US,100,US,M
2533,2023,SE,FT,Analytics Engineer,159000,USD,159000,US,100,US,M
2534,2023,SE,FT,Analytics Engineer,105000,USD,105000,US,100,US,M
2535,2023,MI,FT,Research Scientist,155000,USD,155000,US,0,US,M
2536,2023,MI,FT,Research Scientist,102000,USD,102000,US,0,US,M
2537,2023,SE,FT,Research Scientist,374000,USD,374000,US,0,US,M
2538,2023,SE,FT,Research Scientist,197500,USD,197500,US,0,US,M
2539,2023,SE,FT,Data Scientist,187000,USD,187000,US,0,US,M
2540,2023,MI,FT,Applied Scientist,20000,USD,20000,NG,100,US,L
2541,2023,SE,FT,Data Scientist,195000,USD,195000,US,100,US,M
2542,2023,SE,FT,Data Scientist,119000,USD,119000,US,100,US,M
2543,2023,SE,FT,Data Science Engineer,266450,USD,266450,US,0,US,M
2544,2023,SE,FT,Data Science Engineer,177700,USD,177700,US,0,US,M
2545,2023,SE,FT,Data Operations Specialist,55720,USD,55720,US,100,US,M
2546,2023,SE,FT,Data Operations Specialist,50700,USD,50700,US,100,US,M
2547,2021,MI,PT,Business Data Analyst,56000,USD,56000,GH,100,US,M
2548,2023,SE,FT,Data Engineer,196000,USD,196000,US,0,US,M
2549,2023,MI,FT,Data Architect,135000,USD,135000,US,0,US,M
2550,2023,MI,FT,Data Architect,115000,USD,115000,US,0,US,M
2551,2023,SE,FT,Machine Learning Software Engineer,302000,USD,302000,US,0,US,M
2552,2023,SE,FT,Machine Learning Software Engineer,189000,USD,189000,US,0,US,M
2553,2023,SE,FT,Machine Learning Engineer,220000,USD,220000,US,100,US,M
2554,2023,SE,FT,Machine Learning Engineer,170000,USD,170000,US,100,US,M
2555,2023,SE,FT,BI Analyst,150000,USD,150000,US,100,US,M
2556,2023,SE,FT,BI Analyst,93000,USD,93000,US,100,US,M
2557,2022,SE,FT,Data Science Manager,190000,USD,190000,US,100,US,L
2558,2023,SE,FT,Data Engineer,200000,PLN,46565,PL,100,PL,L
2559,2023,SE,FT,Machine Learning Engineer,216000,USD,216000,US,100,US,M
2560,2023,SE,FT,Machine Learning Engineer,184000,USD,184000,US,100,US,M
2561,2023,MI,FT,Data Science Consultant,100000,USD,100000,US,100,US,M
2562,2023,MI,FT,Data Scientist,128750,USD,128750,US,0,US,M
2563,2023,MI,FT,Data Scientist,79350,USD,79350,US,0,US,M
2564,2023,MI,FT,Research Engineer,155000,USD,155000,US,0,US,M
2565,2023,MI,FT,Research Engineer,125000,USD,125000,US,0,US,M
2566,2023,SE,FT,Machine Learning Engineer,273400,USD,273400,US,100,US,M
2567,2023,SE,FT,Machine Learning Engineer,182200,USD,182200,US,100,US,M
2568,2023,MI,FT,Data Analyst,165000,USD,165000,AU,0,AU,M
2569,2023,MI,FT,Data Analyst,142500,USD,142500,AU,0,AU,M
2570,2023,SE,FT,Data Scientist,213654,USD,213654,GB,0,GB,M
2571,2023,SE,FT,Data Scientist,142436,USD,142436,GB,0,GB,M
2572,2023,SE,FT,Data Engineer,124230,USD,124230,US,100,US,M
2573,2023,SE,FT,Data Engineer,68637,USD,68637,US,100,US,M
2574,2023,MI,FT,Data Engineer,204000,USD,204000,US,100,US,M
2575,2023,MI,FT,Data Engineer,161500,USD,161500,US,100,US,M
2576,2023,SE,FT,Decision Scientist,185900,USD,185900,US,0,US,M
2577,2023,SE,FT,Decision Scientist,129300,USD,129300,US,0,US,M
2578,2023,SE,FT,Data Scientist,148750,USD,148750,US,0,US,M
2579,2023,SE,FT,Data Scientist,95000,USD,95000,US,100,US,M
2580,2023,SE,FT,ML Engineer,287700,USD,287700,US,0,US,L
2581,2023,SE,FT,ML Engineer,148000,USD,148000,US,0,US,L
2582,2023,SE,FT,Data Scientist,227240,USD,227240,US,100,US,M
2583,2023,SE,FT,Data Scientist,197600,USD,197600,US,100,US,M
2584,2023,SE,FT,Data Scientist,178500,USD,178500,US,0,US,M
2585,2023,MI,FT,Machine Learning Engineer,180000,USD,180000,US,100,US,M
2586,2023,MI,FT,Analytics Engineer,146100,USD,146100,GB,0,GB,M
2587,2023,MI,FT,Analytics Engineer,112400,USD,112400,GB,0,GB,M
2588,2023,MI,FT,Data Architect,70000,GBP,86128,GB,0,GB,M
2589,2023,MI,FT,Data Architect,65000,GBP,79976,GB,0,GB,M
2590,2023,SE,FT,Data Engineer,285000,USD,285000,US,0,US,M
2591,2023,EN,FT,Computer Vision Engineer,90000,USD,90000,IN,100,US,M
2592,2023,SE,FT,Data Engineer,146000,USD,146000,US,0,US,M
2593,2023,MI,FT,Machine Learning Engineer,237400,USD,237400,US,0,US,M
2594,2023,MI,FT,Machine Learning Engineer,158200,USD,158200,US,0,US,M
2595,2023,SE,FT,ML Engineer,192000,USD,192000,US,100,US,M
2596,2023,SE,FT,ML Engineer,164000,USD,164000,US,100,US,M
2597,2023,SE,FT,Business Intelligence Engineer,150000,USD,150000,US,0,US,M
2598,2023,SE,FT,Business Intelligence Engineer,141000,USD,141000,US,0,US,M
2599,2023,SE,FT,Analytics Engineer,267000,USD,267000,US,0,US,M
2600,2023,SE,FT,Research Scientist,147100,USD,147100,US,0,US,M
2601,2023,SE,FT,Research Scientist,90700,USD,90700,US,0,US,M
2602,2023,SE,FT,Data Analyst,72000,USD,72000,US,100,US,M
2603,2023,EN,FT,Cloud Data Engineer,144000,GBP,177177,GB,100,GB,L
2604,2023,SE,FT,Data Scientist,240000,USD,240000,US,0,US,S
2605,2023,SE,FT,Data Scientist,142000,USD,142000,US,0,US,S
2606,2023,MI,CT,Machine Learning Engineer,180000,USD,180000,US,100,US,S
2607,2023,MI,CT,Machine Learning Engineer,105000,USD,105000,US,100,US,S
2608,2023,EN,FT,Data Analyst,80000,USD,80000,US,100,US,M
2609,2023,EN,FT,Data Analyst,60000,USD,60000,US,100,US,M
2610,2023,SE,FT,Machine Learning Engineer,268000,USD,268000,US,100,US,M
2611,2023,MI,FT,Analytics Engineer,144628,USD,144628,US,0,US,M
2612,2023,MI,FT,Analytics Engineer,115702,USD,115702,US,0,US,M
2613,2023,SE,FT,Data Analyst,144000,USD,144000,US,100,US,M
2614,2023,SE,FT,Data Analyst,132000,USD,132000,US,100,US,M
2615,2023,SE,FT,Data Analyst,106400,USD,106400,GB,0,GB,M
2616,2023,SE,FT,Data Analyst,81800,USD,81800,GB,0,GB,M
2617,2023,SE,FT,Data Analyst,93500,USD,93500,US,100,US,M
2618,2023,SE,FT,Data Engineer,208200,USD,208200,US,100,US,M
2619,2023,SE,FT,Data Engineer,151200,USD,151200,US,100,US,M
2620,2023,SE,FT,Data Scientist,270000,USD,270000,US,0,US,M
2621,2023,EX,FT,Data Engineer,194500,USD,194500,US,0,US,M
2622,2023,EX,FT,Data Engineer,115500,USD,115500,US,0,US,M
2623,2023,SE,FT,Data Analyst,140000,USD,140000,GB,100,GB,M
2624,2023,SE,FT,Data Analyst,100000,USD,100000,GB,100,GB,M
2625,2023,SE,FT,Machine Learning Engineer,225000,USD,225000,FR,0,FR,M
2626,2023,SE,FT,Machine Learning Engineer,199000,USD,199000,FR,0,FR,M
2627,2023,EN,FT,Data Analyst,50000,USD,50000,US,100,US,M
2628,2023,EN,FT,Data Analyst,40000,USD,40000,US,100,US,M
2629,2023,MI,FT,Data Analyst,80000,GBP,98432,GB,0,GB,M
2630,2023,MI,FT,Data Analyst,45000,GBP,55368,GB,0,GB,M
2631,2023,SE,FT,Analytics Engineering Manager,325000,GBP,399880,GB,50,GB,L
2632,2023,EX,FT,Data Scientist,1050000,NOK,100416,NO,50,NO,S
2633,2023,EN,FT,Data Engineer,38000,EUR,41027,ES,100,ES,L
2634,2023,SE,FT,Machine Learning Engineer,155000,USD,155000,US,0,US,M
2635,2023,SE,FT,Machine Learning Engineer,100000,USD,100000,US,0,US,M
2636,2023,SE,FT,Data Analyst,65000,USD,65000,US,0,US,M
2637,2023,SE,FT,Data Architect,280100,USD,280100,US,100,US,M
2638,2023,SE,FT,Data Architect,168100,USD,168100,US,100,US,M
2639,2023,SE,FT,Machine Learning Scientist,120000,USD,120000,US,0,US,M
2640,2023,SE,FT,Data Engineer,149040,USD,149040,US,100,US,M
2641,2023,SE,FT,Data Engineer,113900,USD,113900,US,100,US,M
2642,2023,SE,FT,Machine Learning Scientist,165000,USD,165000,US,100,US,M
2643,2023,SE,FT,Machine Learning Scientist,145000,USD,145000,US,100,US,M
2644,2023,SE,FT,Data Architect,274450,USD,274450,US,0,US,M
2645,2023,SE,FT,Data Architect,199600,USD,199600,US,0,US,M
2646,2023,MI,FT,Data Engineer,83500,USD,83500,US,0,US,M
2647,2023,MI,FT,Data Engineer,52500,USD,52500,US,0,US,M
2648,2023,SE,FT,Business Intelligence Developer,140000,USD,140000,CA,100,CA,M
2649,2023,SE,FT,Business Intelligence Developer,76500,USD,76500,CA,100,CA,M
2650,2023,MI,FT,Research Scientist,280000,USD,280000,GB,50,GB,L
2651,2023,SE,FT,Data Scientist,800000,NOK,76508,NO,50,NO,S
2652,2023,EX,FT,Data Scientist,250000,USD,250000,US,100,US,M
2653,2023,EX,FT,Data Scientist,180000,USD,180000,US,100,US,M
2654,2023,MI,FT,Data Engineer,70000,USD,70000,US,100,US,M
2655,2023,SE,FT,Data Scientist,157000,USD,157000,US,100,US,M
2656,2023,SE,FT,Data Analyst,140700,USD,140700,US,100,US,M
2657,2023,SE,FT,Data Analyst,109600,USD,109600,US,100,US,M
2658,2023,SE,FT,Machine Learning Engineer,278000,USD,278000,US,0,US,M
2659,2023,SE,FT,Machine Learning Engineer,173000,USD,173000,US,0,US,M
2660,2023,SE,FT,Data Engineer,305000,USD,305000,US,100,US,M
2661,2023,SE,FT,Data Engineer,125000,USD,125000,US,100,US,M
2662,2023,SE,FT,Data Analyst,155000,USD,155000,GB,0,GB,M
2663,2023,SE,FT,Data Analyst,120000,USD,120000,GB,0,GB,M
2664,2023,EN,FT,Data Scientist,24000,USD,24000,US,100,US,M
2665,2023,SE,FT,Machine Learning Infrastructure Engineer,165400,USD,165400,GB,0,GB,M
2666,2023,SE,FT,Machine Learning Infrastructure Engineer,127300,USD,127300,GB,0,GB,M
2667,2023,SE,FT,Business Intelligence Engineer,259000,USD,259000,US,0,US,M
2668,2023,SE,FT,Business Intelligence Engineer,138750,USD,138750,US,0,US,M
2669,2023,SE,FT,Machine Learning Engineer,273400,USD,273400,US,0,US,M
2670,2023,SE,FT,Machine Learning Engineer,182200,USD,182200,US,0,US,M
2671,2023,SE,FT,Data Scientist,192000,USD,192000,US,100,US,M
2672,2023,SE,FT,Data Scientist,178000,USD,178000,US,100,US,M
2673,2023,SE,FT,Data Scientist,218000,USD,218000,US,100,US,M
2674,2023,SE,FT,Data Scientist,85000,USD,85000,US,100,US,M
2675,2023,SE,FT,Data Specialist,132000,USD,132000,US,0,US,M
2676,2023,SE,FT,Data Specialist,71500,USD,71500,US,0,US,M
2677,2023,SE,FT,Analytics Engineer,215050,USD,215050,US,0,US,M
2678,2023,SE,FT,Analytics Engineer,113100,USD,113100,US,0,US,M
2679,2023,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M
2680,2023,MI,FT,Data Scientist,85000,USD,85000,US,0,US,M
2681,2023,EX,FT,Data Engineer,250000,USD,250000,US,100,US,M
2682,2023,EX,FT,Data Engineer,200000,USD,200000,US,100,US,M
2683,2023,SE,FT,Research Scientist,168400,USD,168400,US,0,US,M
2684,2023,SE,FT,Data Analyst,136505,USD,136505,US,100,US,M
2685,2023,SE,FT,Data Analyst,100895,USD,100895,US,100,US,M
2686,2023,SE,FT,Data Engineer,275300,USD,275300,US,100,US,M
2687,2023,SE,FT,Data Engineer,183500,USD,183500,US,100,US,M
2688,2023,SE,FT,Data Scientist,168400,USD,168400,US,0,US,M
2689,2023,SE,FT,Data Scientist,105200,USD,105200,US,0,US,M
2690,2023,MI,FT,Data Architect,240000,USD,240000,US,100,US,M
2691,2023,MI,FT,Data Manager,120000,USD,120000,US,0,US,M
2692,2023,MI,FT,Data Analyst,93000,USD,93000,US,100,US,L
2693,2023,SE,FT,Machine Learning Engineer,237400,USD,237400,GB,0,GB,M
2694,2023,SE,FT,Machine Learning Engineer,132870,USD,132870,GB,0,GB,M
2695,2023,SE,FT,Data Scientist,125000,USD,125000,US,0,US,M
2696,2023,SE,FT,Data Engineer,105000,USD,105000,US,0,US,M
2697,2023,SE,FT,Machine Learning Engineer,317070,USD,317070,US,0,US,M
2698,2023,SE,FT,Machine Learning Engineer,170730,USD,170730,US,0,US,M
2699,2023,MI,FT,Machine Learning Engineer,170000,USD,170000,US,0,US,M
2700,2023,MI,FT,Machine Learning Engineer,125000,USD,125000,US,0,US,M
2701,2023,SE,FT,Data Engineer,158700,USD,158700,US,0,US,M
2702,2023,SE,FT,Data Engineer,123906,USD,123906,US,0,US,M
2703,2023,MI,FT,Data Engineer,75000,EUR,80976,ES,100,ES,M
2704,2023,MI,FT,Data Engineer,62000,EUR,66940,ES,100,ES,M
2705,2023,EX,FT,Data Engineer,333500,USD,333500,US,0,US,M
2706,2023,EX,FT,Data Engineer,180500,USD,180500,US,0,US,M
2707,2023,MI,FT,Data Engineer,62000,GBP,76284,GB,100,GB,M
2708,2023,EX,FT,Data Engineer,257400,USD,257400,US,100,US,M
2709,2023,EX,FT,Data Engineer,210600,USD,210600,US,100,US,M
2710,2023,MI,FT,Data Operations Specialist,65000,USD,65000,US,0,US,M
2711,2023,MI,FT,Data Operations Specialist,50000,USD,50000,US,0,US,M
2712,2023,SE,FT,Data Engineer,293000,USD,293000,US,0,US,M
2713,2023,EX,FT,Director of Data Science,260000,USD,260000,US,100,US,M
2714,2023,EX,FT,Director of Data Science,192000,USD,192000,US,100,US,M
2715,2023,MI,FT,Machine Learning Scientist,170000,USD,170000,US,0,US,M
2716,2023,MI,FT,Machine Learning Scientist,125000,USD,125000,US,0,US,M
2717,2023,EN,FT,Business Intelligence Data Analyst,99000,USD,99000,US,100,US,L
2718,2023,SE,FT,Machine Learning Engineer,233000,USD,233000,US,0,US,M
2719,2023,SE,FT,Data Engineer,185100,USD,185100,US,100,US,M
2720,2023,SE,FT,Data Engineer,127600,USD,127600,US,100,US,M
2721,2023,MI,FT,Data Analyst,105000,USD,105000,US,100,US,M
2722,2023,EX,FT,Data Analyst,160000,USD,160000,US,100,US,M
2723,2023,EX,FT,Data Analyst,55000,USD,55000,US,100,US,M
2724,2023,SE,FT,Machine Learning Engineer,241000,USD,241000,US,0,US,M
2725,2023,SE,FT,Machine Learning Engineer,163000,USD,163000,US,0,US,M
2726,2023,MI,FT,Data Scientist,120000,USD,120000,US,100,US,M
2727,2023,SE,FT,Data Scientist,218000,USD,218000,US,0,US,M
2728,2023,SE,FT,Data Scientist,118000,USD,118000,US,0,US,M
2729,2023,SE,FT,Machine Learning Engineer,311000,USD,311000,US,0,US,M
2730,2023,SE,FT,Machine Learning Engineer,162540,USD,162540,US,0,US,M
2731,2023,EX,FT,Data Scientist,258750,USD,258750,US,0,US,M
2732,2023,EX,FT,Data Scientist,225000,USD,225000,US,0,US,M
2733,2023,EX,FT,Data Scientist,145000,USD,145000,US,0,US,M
2734,2023,SE,FT,Data Engineer,153600,USD,153600,US,0,US,M
2735,2023,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M
2736,2023,SE,FT,Business Intelligence Developer,140000,USD,140000,CA,0,CA,M
2737,2023,SE,FT,Business Intelligence Developer,76500,USD,76500,CA,0,CA,M
2738,2023,SE,FT,ETL Developer,182850,USD,182850,US,100,US,M
2739,2023,SE,FT,ETL Developer,113000,USD,113000,US,100,US,M
2740,2023,MI,FT,Data Analyst,126000,USD,126000,US,0,US,M
2741,2023,MI,FT,Data Analyst,86400,USD,86400,US,0,US,M
2742,2023,SE,FT,Data Engineer,232760,USD,232760,US,100,US,M
2743,2023,SE,FT,Data Engineer,169280,USD,169280,US,100,US,M
2744,2023,MI,FT,Data Engineer,162500,USD,162500,US,0,US,M
2745,2023,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M
2746,2023,SE,FT,Data Scientist,240350,USD,240350,US,100,US,M
2747,2023,SE,FT,Data Scientist,174800,USD,174800,US,100,US,M
2748,2023,SE,FT,Data Engineer,116000,USD,116000,US,0,US,M
2749,2023,SE,FT,Data Analyst,153600,USD,153600,US,100,US,M
2750,2023,SE,FT,Data Analyst,107500,USD,107500,US,100,US,M
2751,2023,MI,FT,Data Analyst,94100,USD,94100,GB,0,GB,M
2752,2023,MI,FT,Data Analyst,72400,USD,72400,GB,0,GB,M
2753,2023,SE,FT,ML Engineer,178000,USD,178000,US,100,US,M
2754,2023,SE,FT,ML Engineer,152000,USD,152000,US,100,US,M
2755,2023,SE,FT,Data Scientist,233200,USD,233200,US,100,US,M
2756,2023,SE,FT,NLP Engineer,210000,USD,210000,US,100,US,M
2757,2023,SE,FT,NLP Engineer,160000,USD,160000,US,100,US,M
2758,2023,SE,FT,Data Analyst,206000,USD,206000,US,0,US,M
2759,2023,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
2760,2023,SE,FT,Data Engineer,146100,USD,146100,GB,0,GB,M
2761,2023,SE,FT,Data Engineer,112400,USD,112400,GB,0,GB,M
2762,2023,MI,FT,Data Specialist,110000,USD,110000,US,0,US,M
2763,2023,MI,FT,Data Specialist,70000,USD,70000,US,0,US,M
2764,2023,SE,FT,Data Scientist,150120,USD,150120,US,100,US,M
2765,2023,SE,FT,Data Scientist,120096,USD,120096,US,100,US,M
2766,2023,SE,FT,Machine Learning Engineer,168000,USD,168000,US,100,US,M
2767,2023,SE,FT,Analytics Engineer,178600,USD,178600,US,0,US,M
2768,2023,SE,FT,Analytics Engineer,142880,USD,142880,US,0,US,M
2769,2023,SE,FT,Data Science Manager,255000,USD,255000,US,0,US,M
2770,2023,SE,FT,Data Science Manager,169000,USD,169000,US,0,US,M
2771,2023,MI,FT,Data Scientist,155000,USD,155000,US,0,US,M
2772,2023,MI,FT,Data Engineer,151410,USD,151410,US,0,US,M
2773,2023,MI,FT,Data Engineer,144200,USD,144200,US,0,US,M
2774,2023,EN,FT,Data Scientist,151410,USD,151410,US,100,US,M
2775,2023,EN,FT,Data Scientist,115360,USD,115360,US,100,US,M
2776,2023,MI,FT,Analytics Engineer,193170,USD,193170,US,0,US,M
2777,2023,MI,FT,Analytics Engineer,116480,USD,116480,US,0,US,M
2778,2023,SE,FT,Data Engineer,146000,USD,146000,US,100,US,M
2779,2023,SE,FT,Data Engineer,94000,USD,94000,US,100,US,M
2780,2023,EX,FT,Director of Data Science,200000,GBP,246080,GB,0,GB,M
2781,2023,EX,FT,Director of Data Science,165000,GBP,203016,GB,0,GB,M
2782,2023,EX,FT,Head of Data,110000,GBP,135344,GB,100,GB,M
2783,2023,EX,FT,Head of Data,90000,GBP,110736,GB,100,GB,M
2784,2023,EX,FT,Head of Data,329500,USD,329500,US,0,US,M
2785,2023,EX,FT,Head of Data,269600,USD,269600,US,0,US,M
2786,2023,SE,FT,Data Architect,250500,USD,250500,US,0,US,M
2787,2023,SE,FT,Data Architect,159500,USD,159500,US,0,US,M
2788,2023,EN,FT,Data Analyst,115000,USD,115000,US,0,US,M
2789,2023,EN,FT,Data Analyst,94035,USD,94035,US,100,US,M
2790,2023,EN,FT,Data Analyst,57920,USD,57920,US,100,US,M
2791,2023,SE,FT,Data Analyst,113600,USD,113600,US,0,US,M
2792,2023,SE,FT,Data Analyst,60000,USD,60000,US,0,US,M
2793,2023,SE,FT,Data Scientist,256000,USD,256000,US,100,US,M
2794,2023,SE,FT,Data Analyst,116000,USD,116000,US,100,US,M
2795,2023,SE,FT,Computer Vision Engineer,245000,USD,245000,GB,0,GB,M
2796,2023,SE,FT,Computer Vision Engineer,210000,USD,210000,GB,0,GB,M
2797,2023,SE,FT,Machine Learning Engineer,283200,USD,283200,US,0,US,M
2798,2023,SE,FT,Machine Learning Engineer,188800,USD,188800,US,0,US,M
2799,2023,MI,FL,Business Data Analyst,36000,USD,36000,GH,0,GH,S
2800,2023,MI,FT,NLP Engineer,2700000,INR,32834,IN,100,IN,M
2801,2023,SE,FT,Research Scientist,205640,USD,205640,US,0,US,M
2802,2023,SE,FT,Research Scientist,142600,USD,142600,US,0,US,M
2803,2023,SE,FT,Data Engineer,193200,USD,193200,US,100,US,M
2804,2023,SE,FT,Data Engineer,156400,USD,156400,US,100,US,M
2805,2023,SE,FT,Machine Learning Engineer,121000,USD,121000,US,0,US,M
2806,2023,SE,FT,Data Engineer,72000,USD,72000,AR,100,AR,M
2807,2023,SE,FT,Data Engineer,48000,USD,48000,AR,100,AR,M
2808,2023,SE,FT,Data Engineer,132300,USD,132300,US,0,US,M
2809,2023,SE,FT,Data Scientist,197000,USD,197000,CA,0,CA,M
2810,2023,SE,FT,Data Science Manager,328000,USD,328000,US,0,US,M
2811,2023,SE,FT,Data Science Manager,211000,USD,211000,US,0,US,M
2812,2023,SE,FT,Data Scientist,237000,USD,237000,US,100,US,M
2813,2023,SE,FT,Data Scientist,201450,USD,201450,US,100,US,M
2814,2023,SE,FT,ML Engineer,229000,USD,229000,US,0,US,M
2815,2023,SE,FT,ML Engineer,206000,USD,206000,US,0,US,M
2816,2023,SE,FT,Data Scientist,231000,USD,231000,US,100,US,M
2817,2023,SE,FT,ML Engineer,183750,USD,183750,US,0,US,M
2818,2023,SE,FT,ML Engineer,165400,USD,165400,US,0,US,M
2819,2023,MI,FT,Data Engineer,175000,USD,175000,US,0,US,M
2820,2023,SE,FT,Analytics Engineer,152900,USD,152900,GB,100,GB,M
2821,2023,SE,FT,Analytics Engineer,117700,USD,117700,GB,100,GB,M
2822,2023,SE,FT,Data Scientist,285800,USD,285800,US,0,US,M
2823,2023,SE,FT,Data Scientist,154600,USD,154600,US,0,US,M
2824,2023,SE,FT,Data Operations Engineer,289120,USD,289120,US,0,US,M
2825,2023,SE,FT,Data Operations Engineer,192400,USD,192400,US,0,US,M
2826,2023,MI,FT,Staff Data Analyst,179998,USD,179998,SA,100,SA,S
2827,2023,EN,FT,Applied Machine Learning Scientist,4000000,INR,48644,IN,100,DE,L
2828,2023,MI,FT,Data Scientist,35000,USD,35000,IN,0,IN,L
2829,2023,MI,FT,AWS Data Architect,258000,USD,258000,US,100,US,L
2830,2023,SE,FT,Data Scientist,196000,USD,196000,US,0,US,M
2831,2023,SE,FT,Data Scientist,121000,USD,121000,US,0,US,M
2832,2023,SE,FT,Data Scientist,219000,USD,219000,US,0,US,M
2833,2023,SE,FT,Data Scientist,141000,USD,141000,US,0,US,M
2834,2023,SE,FT,Data Engineer,206000,USD,206000,US,0,US,M
2835,2023,SE,FT,Applied Scientist,192000,USD,192000,US,0,US,M
2836,2023,SE,FT,Applied Scientist,164000,USD,164000,US,0,US,M
2837,2023,MI,FT,ML Engineer,300000,USD,300000,AU,0,AU,M
2838,2023,MI,FT,ML Engineer,260000,USD,260000,AU,0,AU,M
2839,2023,SE,FT,Data Analyst,147000,USD,147000,US,100,US,M
2840,2023,SE,FT,Data Analyst,92000,USD,92000,US,100,US,M
2841,2023,MI,FT,Data Manager,110000,USD,110000,US,0,US,M
2842,2023,SE,FT,Machine Learning Engineer,261500,USD,261500,US,0,US,L
2843,2023,SE,FT,Machine Learning Engineer,134500,USD,134500,US,0,US,L
2844,2023,EN,CT,Product Data Analyst,83200,USD,83200,US,50,US,S
2845,2023,SE,FT,Data Engineer,204500,USD,204500,DE,0,DE,M
2846,2023,SE,FT,Data Engineer,142200,USD,142200,DE,0,DE,M
2847,2023,SE,FT,Analytics Engineer,275300,USD,275300,US,100,US,M
2848,2023,SE,FT,Analytics Engineer,183500,USD,183500,US,100,US,M
2849,2023,MI,FT,Data Engineer,120000,GBP,147648,GB,0,GB,M
2850,2023,MI,FT,Data Engineer,100000,GBP,123040,GB,0,GB,M
2851,2023,SE,FT,Data Engineer,136600,USD,136600,US,100,US,M
2852,2023,SE,FT,Data Engineer,109280,USD,109280,US,100,US,M
2853,2023,SE,FT,Data Analyst,84000,USD,84000,CO,100,CO,M
2854,2023,SE,FT,Data Analyst,60000,USD,60000,CO,100,CO,M
2855,2023,MI,FT,Analytics Engineer,50000,GBP,61520,GB,0,GB,M
2856,2023,MI,FT,BI Data Analyst,70000,USD,70000,EG,100,US,M
2857,2021,SE,FL,Machine Learning Developer,60000,USD,60000,NG,100,NG,M
2858,2023,SE,FT,Research Engineer,281000,USD,281000,US,0,US,M
2859,2023,EN,FT,Data Integration Specialist,69500,USD,69500,US,100,US,M
2860,2023,SE,FT,Data Architect,285000,USD,285000,US,100,US,M
2861,2023,EN,FT,Data Analyst,69525,USD,69525,US,100,US,M
2862,2023,EN,FT,Data Analyst,61800,USD,61800,US,100,US,M
2863,2023,SE,FT,Data Scientist,192000,USD,192000,US,0,US,M
2864,2023,SE,FT,ML Engineer,178000,USD,178000,US,0,US,M
2865,2023,SE,FT,ML Engineer,152000,USD,152000,US,0,US,M
2866,2023,SE,FT,BI Developer,160000,USD,160000,US,100,JP,L
2867,2023,EN,FT,Data Scientist,40000,USD,40000,UZ,100,US,M
2868,2023,SE,FT,Data Visualization Analyst,130000,USD,130000,US,0,US,M
2869,2023,SE,FT,Data Visualization Analyst,110000,USD,110000,US,0,US,M
2870,2023,SE,FT,Research Engineer,225000,USD,225000,FR,0,FR,M
2871,2023,SE,FT,Research Engineer,168000,USD,168000,FR,0,FR,M
2872,2023,EN,FT,Data Scientist,130001,USD,130001,US,100,US,M
2873,2023,EN,FT,Data Scientist,71907,USD,71907,US,100,US,M
2874,2023,SE,FT,Analytics Engineer,144000,USD,144000,CA,100,CA,M
2875,2023,SE,FT,Analytics Engineer,80000,USD,80000,CA,100,CA,M
2876,2023,SE,FT,Data Architect,205000,USD,205000,US,100,US,M
2877,2023,SE,FT,Data Architect,150000,USD,150000,US,100,US,M
2878,2023,SE,FT,Data Analyst,189400,USD,189400,GB,0,GB,M
2879,2023,SE,FT,Data Analyst,131685,USD,131685,GB,0,GB,M
2880,2023,EX,FT,Head of Data,204500,USD,204500,US,0,US,M
2881,2023,EX,FT,Head of Data,142200,USD,142200,US,0,US,M
2882,2023,SE,FT,Data Analyst,172000,USD,172000,GB,100,GB,M
2883,2023,EN,FT,BI Data Analyst,60000,USD,60000,AR,100,US,M
2884,2023,EN,FT,Data Scientist,105000,CAD,77791,CA,50,CA,L
2885,2022,MI,FT,Data Scientist,45000,GBP,55410,FR,100,GB,M
2886,2023,SE,FT,Product Data Analyst,57000,USD,57000,GE,100,RU,L
2887,2023,MI,FT,Autonomous Vehicle Technician,120000,USD,120000,GB,50,GB,M
2888,2023,SE,FT,Data Engineer,85000,USD,85000,US,0,US,M
2889,2023,SE,FT,Data Scientist,277500,USD,277500,US,0,US,M
